Chemical,SMILES
NCGC00254977-01,OC(=O)C1(CC1)C(=O)NC2=CC=C(Cl)C=C2Cl
NCGC00260446-01,NC1=CC=C(N)C2=CC=CC=C12
NCGC00257641-01,NC1=NC2=C(S1)C=CC=C2Cl
NCGC00255775-01,CCOC(=O)C1=C(C=CC=C1)C(C2=CC(Br)=C(O)C(Br)=C2)=C3C=C(Br)C(=O)C(Br)=C3
NCGC00096049-01,CCNCC.CCN(CC)N(O)N=O
NCGC00255526-01,[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C
NCGC00255619-01,COC1=CC=CC=C1NC(=O)C2=CC3=C(C=CC=C3)C=C2O
NCGC00260518-01,O=C1C2=CC=CC=C2CCC3=C1C=CC=C3
NCGC00258468-01,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NCGC00260508-01,ClC1=C2C=CC=CC2=C(C=O)C3=CC=CC=C13
NCGC00257297-01,CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1
NCGC00256471-01,C=CC1=CC=CC=C1C=C
NCGC00016666-01,Br.COC1=C2CN(C)CCC2=CC3=C1OCO3
NCGC00253982-01,NC(=O)N1C2=CC=CC=C2C=CC3=C1C=CC=C3
NCGC00182998-01,CC(=O)OC1=CC=C(C=C1)C2(OC3=C(NC2=O)C=CC=C3)C4=CC=C(OC(C)=O)C=C4
NCGC00259566-01,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
NCGC00255740-01,CCSC(=O)N(CC)CC
NCGC00258560-01,[K+].O=C1[N-]C(=O)C2=C1C=CC=C2
NCGC00260149-01,[Zn++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S
NCGC00255231-01,CCC(=O)\C=C\C1C(C)=CCCC1(C)C
NCGC00259262-01,C[Si](C)(C)O[Si](C)(C)C
NCGC00016413-01,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]3([H])[C@@]2([H])C=CC4=CC(=O)CC[C@@]34C
NCGC00257781-01,[Na+].OCCS([O-])(=O)=O
NCGC00260239-01,[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1=CC=C(C)C=C1
NCGC00260413-01,OC(=O)CCCCCCCCCCCBr
NCGC00017005-01,Cl.CC(N)C(=O)NC1=C(C)C=CC=C1C
NCGC00247735-01,Cl.C1C2CNCC1C3=CC4=C(C=C23)N=CC=N4
NCGC00259835-01,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
NCGC00260386-01,CCOC(=O)C1=CC=C(I)C=C1
NCGC00257267-01,FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)\C=C\C2=CC=CS2
NCGC00160366-01,SCC(=O)NC1=CC=CC=C1
NCGC00256314-01,CC(=O)CCC(O)=O
NCGC00015385-12,OCCN(CCO)C1=NC2=C(N=C(N=C2C(=N1)N3CCCCC3)N(CCO)CCO)N4CCCCC4
NCGC00260207-01,F[P-](F)(F)(F)(F)F.CCCN1C=C[N+](C)=C1
NCGC00018256-02,[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2
NCGC00259755-01,O=C=NCCCCCCN=C=O
NCGC00260504-01,BrC1=C2C=CC=CC2=CC3=CC=CC=C13
NCGC00091250-04,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]4([H])N(CCC5=C4NC6=C5C=CC(OC)=C6)C2
NCGC00016322-08,NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2
NCGC00256528-01,Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1
NCGC00159464-02,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@H](C)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC\C(=C\C)C(C)C
NCGC00260238-01,F[B-](F)(F)F.CCCC[N+]1=CC=C(C)C=C1
NCGC00260197-01,CCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00167985-01,O[N+]([O-])=O.[NH3+]C1=CC=CC=C1
NCGC00258017-01,[Zn++].[O-]C(=O)C=C.[O-]C(=O)C=C
NCGC00017045-01,O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@@H](CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2.C[C@@H](CN(C)C)CN4C5=C(SC6=C4C=CC=C6)C=CC=C5
NCGC00258981-01,OCCOC(=O)C=C
NCGC00258350-01,ClC\C=C/CCl
NCGC00256217-01,COC1=CC=C(OC)C(NC(=O)CC(C)=O)=C1
NCGC00254565-01,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl
NCGC00094159-01,Cl.C(C1=NCCN1)C2=CC3=CC=CC=C3C=C2
NCGC00254877-01,O=C1CCCC(=O)O1
NCGC00257211-01,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00257254-01,CC(=O)CCC1=CC=CC=C1
NCGC00260222-01,[Br-].CCCC[N+]1=CC=CC=C1C
NCGC00017146-01,[K+].[H][C@@]12CC[C@@](O)(CCC([O-])=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C=CC4=CC(=O)CC[C@]34C
NCGC00166139-01,CCOC1=CC=C(NC(=O)CC(C)O)C=C1
NCGC00258940-01,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1
NCGC00015268-05,ClC1=CC=CC(Cl)=C1N=C2NCCN2
NCGC00023509-03,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)OC(=O)[C@@H](C)CC
NCGC00256237-01,ClCCOCCOCCCl
NCGC00164498-01,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCC2
NCGC00015760-06,NCC(O)C1=CC=C(O)C=C1
NCGC00258172-01,CC(=O)CCC(C)=O
NCGC00255477-01,[K+].[O-]C(=O)CC1=C2C=CC=CC2=CC=C1
NCGC00257376-01,OC(=O)C(O)=O
NCGC00259476-01,CN(C)C1=CC=CC(O)=C1
NCGC00258752-01,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(OCCCl)C=CC=C2)=N1
NCGC00160658-01,ClC1=CC=C(OCC(=O)OCCNC23CC4CC(CC(C4)C2)C3)C=C1
NCGC00017332-05,[H][C@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@@]3([H])N(C)CCC4=C3C=C5OCOC5=C4
NCGC00182993-01,OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1
NCGC00258621-01,CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N
NCGC00258129-01,CC1=CC=C(C=C1)S([O-])(=O)=O.CC(C)C[P+](C)(CC(C)C)CC(C)C
NCGC00258821-01,BrC1=CC=C(OC2=CC=CC=C2)C=C1
NCGC00258534-01,ClC1=CC=C2C=CC=CC2=C1
NCGC00260188-01,CS([O-])(=O)=O.CCN1C=C[N+](C)=C1
NCGC00254958-01,CC(C)C(=O)OCCOC1=CC=CC=C1
NCGC00256423-01,O=C1NC(=S)NC=C1
NCGC00258817-01,CC1=CC(N)=CC=C1
NCGC00259322-01,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl
NCGC00094372-03,OC(=O)C1=CC=C2C=CC=CC2=C1O.OCC3=C(O)C=CC(=C3)C(O)CNCCCCCCOCCCCC4=CC=CC=C4
NCGC00096080-01,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
NCGC00256588-01,Cl.CC(CN1C2=CC=CC=C2SC3=C1C=CC=C3)N(C)C
NCGC00256474-01,N#CC1=NC=CC=C1
NCGC00258692-01,ClCCCCl
NCGC00095147-01,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(OCCO)=C4)C5=CC=C(OCCO)C(OCCO)=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NCGC00255715-01,CCCCCCCCCC[N+](C)(C)[O-]
NCGC00015446-05,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
NCGC00022680-04,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C=C(Cl)C4=CC(=O)CC[C@]34C
NCGC00254082-01,NC1=NC2=C(NC=N2)C(=S)N1
NCGC00258956-01,CC(=O)CC(=O)NC1=CC=CC=C1
NCGC00256568-01,N(C1=CC=C(NC2=CC=C3C=CC=CC3=C2)C=C1)C4=CC=C5C=CC=CC5=C4
NCGC00255133-01,CCOC(=O)N1C=CN(C)C1=S
NCGC00016527-01,CC1CCCC(C)N1NC(=O)C2=CC=C(Cl)C(=C2)S(N)(=O)=O
NCGC00258507-01,FC(F)(F)C1=CC=CC=C1
NCGC00016277-01,[O-][N+](=O)C1=CN=C(S1)N2CCNC2=O
NCGC00182988-01,CC(=O)OCC(=O)NC1=CC(=CC(NC(=O)COC(C)=O)=C1Cl)C#N
NCGC00096059-01,OC(=O)\C=C/C(O)=O.CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C2=CC=CC=C2
NCGC00254508-01,CCC12COCN1COC2
NCGC00164553-01,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F
NCGC00258332-01,ClC(Cl)C(Cl)=O
NCGC00181109-01,CCCCCCCCCCOC1=CC2=C(C=C1OCC)N=CC(C(=O)OCC)=C2O
NCGC00260323-01,[Sr++].[O-]C([O-])=O
NCGC00260324-01,[NH4+].[NH4+].[O-]S([S-])(=O)=O
NCGC00255799-01,CN(C)C1=CC=C(C=C1)\N=N\C2=C(C=CC=C2)C(O)=O
NCGC00068236-02,COC1=C(N2CCNC(C)C2)C(F)=CC3=C1N(C=C(C(O)=O)C3=O)C4CC4
NCGC00259675-01,CCCCC(CC)COP(O)(O)=O
NCGC00255069-01,CCNCCO
NCGC00181305-01,O.O.O.O.O=C1O[Mg]2(OC(=O)C3=CC=CC=C3O2)OC4=CC=CC=C14
NCGC00255274-01,CCCSSCCC
NCGC00181337-01,OCC1=C(Cl)C=C(Cl)C=C1
NCGC00258409-01,CC(C)OS(C)(=O)=O
NCGC00257356-01,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
NCGC00091010-01,[Br-].CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
NCGC00096122-03,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=NC3=C2N=CN=C3S
NCGC00256286-01,Cl.Cl.C1CNCCN1
NCGC00258758-01,CC\C=C1\OC(=O)C2=CC=CC=C12
NCGC00159415-02,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00163494-01,[H][C@@]1(O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O)[C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl
NCGC00254152-01,CCOC(=O)[C@@]1(OC2=CC=CC=C2[C@@H]1N)C3=CC=CC=C3
NCGC00018249-04,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O
NCGC00255666-01,[Na+].[Na+].CC1=NN(C(=O)C1\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C3=CC(Cl)=C(C=C3Cl)S([O-])(=O)=O
NCGC00255880-01,CN1CCCC1
NCGC00259731-01,CC(=O)CC(C1=CC=CC=C1)C2=C(O)C3=CC=CC=C3OC2=O
NCGC00256065-01,CCCCC(CC)COC(=O)OOC(C)(C)C
NCGC00164552-01,O.O.O.[Na+].[Na+].NC1=C(CC([O-])=O)C=CC=C1C(=O)C2=CC=C(Br)C=C2.NC3=C(CC([O-])=O)C=CC=C3C(=O)C4=CC=C(Br)C=C4
NCGC00181754-01,OC(=O)C1=CC=C(C=C1)N2N=C(N=C2C3=CC=CC=C3O)C4=CC=CC=C4O
NCGC00256039-01,[K+].CC(=O)CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O
NCGC00258526-01,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1
NCGC00160517-01,COC1=CC=C(CC2=CN=C(N)N=C2N)C=C1OC
NCGC00258588-01,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
NCGC00257716-01,COC(=O)CC(C)=O
NCGC00183874-01,CC1=C(CCN2CCC(CC2)C3=NOC4=CC(F)=CC=C34)C(=O)N5CCC[C@@H](O)C5=N1
NCGC00259399-01,Cl.[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
NCGC00182997-01,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)NC(C)C1=CC=CC=C1
NCGC00168249-01,CN1C2=CC=C(Cl)C=C2N(C3=CC=CC=C3)C(=O)CC1=O
NCGC00260307-01,CCCCCCCCCC(CC)C1=CC=C(C=C1)S(O)(=O)=O
NCGC00181162-01,[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1\N=N\C2=CC=C3C(=CC(=C(N)C3=C2O)S([O-])(=O)=O)S([O-])(=O)=O)C4=CC=C(\N=N\C5=C(O)C6=C(C=C5)C(=CC(=C6N)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C4
NCGC00256627-01,CC(C)(O)CC1=CC=CC=C1
NCGC00255735-01,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
NCGC00181115-01,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]3(C)C2=CC(=O)[C@]4([H])[C@@]5(C)CC[C@H](O)C(C)(C)[C@]5([H])CC[C@@]34C)C(O)=O
NCGC00259195-01,NC(CO)(CO)CO
NCGC00257934-01,CC1=CC(C)=C(N)C=C1
NCGC00259038-01,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
NCGC00256935-01,CCCC=C(CC)C=O
NCGC00258867-01,CCOC(=O)C1OC1(C)C2=CC=CC=C2
NCGC00255348-01,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
NCGC00257917-01,CC(=O)C=C
NCGC00257760-01,C[C@@H]1CCC(=C(C)C)C(=O)C1
NCGC00159321-02,OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C3=CC=CC=C3Cl
NCGC00091586-02,BrC1=C(C=CC=C1)C2=CC=CC=C2
NCGC00182972-01,COS([O-])(=O)=O.C[N+]1(C)CCN(CC(O)(C2CCCCC2)C3=CC=CC=C3)CC1
NCGC00258757-01,[H][C@]12[C@@H]3C[C@@H](C=C3)[C@@]1(C)C(=O)OC2=O
NCGC00016758-01,OS(O)(=O)=O.NC(=N)NCC1COC2(CCCCC2)O1.NC(=N)NCC3COC4(CCCCC4)O3
NCGC00159353-02,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O
NCGC00256565-01,ClCC(=O)CCl
NCGC00167489-01,Cl.COC1=CC(CCC2=CC=CC=C2OCC(CN(C)C)OC(=O)CCC(O)=O)=CC=C1
NCGC00256044-01,[Na+].CCC\C(NOCC=C)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-]
NCGC00258060-01,CC1=C(O)C=CC(O)=C1
NCGC00166210-01,OS(O)(=O)=O.NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
NCGC00259149-01,CN1N(C(=O)C=C1C)C2=CC=CC=C2
NCGC00255467-01,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1
NCGC00181116-01,CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC2OC2\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]3O[C@H](C)[C@@H](O[C@H]4C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O4)[C@@H]([C@H]3O)N(C)C)OC(C)=O
NCGC00159446-02,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
NCGC00259260-01,O=C(NC1=CC=CC=C1SSC2=C(NC(=O)C3=CC=CC=C3)C=CC=C2)C4=CC=CC=C4
NCGC00164484-02,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
NCGC00167582-01,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
NCGC00255323-01,CC(=O)\C=C\C1=CC=CC=C1
NCGC00182715-02,CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.[O-]S(=O)(=O)C1=CC=CC2=C(C=CC=C12)S([O-])(=O)=O
NCGC00255912-01,Cl.NNC(N)=N
NCGC00166111-01,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4
NCGC00258182-01,O=S1(=O)CCCC1
NCGC00257020-01,CN(C)CC1=CC(CN(C)C)=C(O)C(CN(C)C)=C1
NCGC00181117-01,CC[C@H]1NC(=O)[C@@H](NC(=O)C2=NC=CC=C2O)C(C)OC(=O)[C@@H](NC(=O)C3CC(=O)CCN3C(=O)[C@H](CC4=CC=CC=C4)N(C)C(=O)[C@@H]5CCCN5C1=O)C6=CC=CC=C6
NCGC00258747-01,COC1=C(C=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C
NCGC00254449-01,CC1=C(C)C(NC2=NC(SCC(O)=O)=NC(Cl)=C2)=CC=C1
NCGC00256530-01,NC(N)=S
NCGC00257498-01,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3
NCGC00254903-01,CC(C)C1(C)N=C(NC1=O)C2=NC=CC=C2C(O)=O
NCGC00183281-01,CCCCC(O)=O
NCGC00159323-02,OC1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3NC1=O
NCGC00256605-01,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
NCGC00259617-01,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O
NCGC00255763-01,[Na+].[Na+].OC1=CC2=C(C=C(C=C2)S([O-])(=O)=O)C=C1S([O-])(=O)=O
NCGC00257066-01,CCCCOCNC(=O)C=C
NCGC00258289-01,F[P-](F)(F)(F)(F)F.CCCCCCN1C=C[N+](C)=C1
NCGC00258563-01,CN(C)N=NC1=C(NC=N1)C(N)=O
NCGC00090704-03,Cl[In](Cl)Cl
NCGC00017071-01,CS(O)(=O)=O.CCC(NC(C)C)C(O)C1=CC=C(O)C(O)=C1
NCGC00256505-01,O=C1C=CC(=O)C=C1
NCGC00258989-01,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1
NCGC00254290-01,CCCCCCCCN(C)CCCCCCCC
NCGC00254256-01,ClCCOCCCl
NCGC00016585-01,Cl.OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3
NCGC00260221-01,CCCCCCCCCCCCCCC(CO)\N=C(\O)CCCCCCCCCCCCCC
NCGC00258050-01,CC1(C)OC(=O)NC1=O
NCGC00257562-01,O=C1CCCC=C1
NCGC00259029-01,C1=CC2=C(C=C1)N=CC=C2
NCGC00256929-01,CCCCCCCCCC(=O)OC
NCGC00253949-01,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3
NCGC00259150-01,[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
NCGC00016715-01,CCN(CC)C1=CC(C)=NC2=NC=NN12
NCGC00164139-02,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
NCGC00259503-01,OC(=O)CCCCCCCCCCC(O)=O
NCGC00256561-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00255611-01,[Na+].[O-]S(=O)(=O)CC=C
NCGC00257119-01,OCCCCO
NCGC00257217-01,COC1=CC=C(C=O)C=C1OC
NCGC00016497-05,CCC1=NC=CC(=C1)C(N)=S
NCGC00093664-01,Cl.[H][C@@]12C[C@@](O)(CCN1C[C@@]3([H])C4=C(CCC5=C3C2=CC=C5)C=CC=C4)C(C)(C)C
NCGC00159468-02,[Na+].CCC([O-])=O
NCGC00016770-01,ClC1=CC=C(COC(CN2C=CN=C2)C3=CC=C(Cl)C=C3Cl)C(Cl)=C1
NCGC00258345-01,[O-][N+](=O)C1=C(Cl)C=CC=C1
NCGC00166259-01,CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00259261-01,CC(C)OP(C)(=O)OC(C)C
NCGC00257784-01,NC(=O)C1=CC=NC=C1
NCGC00238452-01,CN1C=C(C2=C1C=CC=C2)C3=C(C(=O)NC3=O)C4=CN(C5CCN(CC6=NC=CC=C6)CC5)C7=C4C=CC=C7
NCGC00256100-01,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C
NCGC00167539-01,N1C=CC2=C1C=CC=C2
NCGC00259082-01,O=S1(=O)CC=CC1
NCGC00167564-01,CN1C2=C(NC(Br)=N2)C(=O)N(C)C1=O
NCGC00254765-01,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1
NCGC00163318-01,CC1=CC=C(C=C1NC(=O)C2=CC(NC(=O)NC3=CC(=CC=C3)C(=O)NC4=C(C)C=CC(=C4)C(=O)NC5=CC=C(C6=CC(=CC(=C56)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C2)C(=O)NC7=CC=C(C8=C7C(=CC(=C8)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
NCGC00254193-01,CN(C)C(=O)NC1(CCN(CCC[C@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(Cl)=C(Cl)C=C4)CC1)C5=CC=CC=C5
NCGC00259542-01,NC1=CC=C(N)C=C1
NCGC00259975-01,CCCCCCCCC(O)=O
NCGC00256293-01,CN(C1CCCCC1)S(=O)(=O)C2=CC=CC=C2N
NCGC00181121-01,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN4CCN(CCO)CC4)C=C1
NCGC00258796-01,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C
NCGC00257174-01,NC1=CC=C(C=C1)S(N)(=O)=O
NCGC00095289-01,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC(=C)C4=CC(=O)C=C[C@]34C
NCGC00090962-05,O=C1C=C(OC2=CC=CC=C12)C3=CC=CC=C3
NCGC00257153-01,OC(=O)CS
NCGC00256013-01,CO[Si](C)(OC)C1=CC=CC=C1
NCGC00259010-01,CCCCCCCCN1SC=CC1=O
NCGC00015159-06,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
NCGC00255608-01,CC(CN1C[C@H](C)O[C@H](C)C1)CC2=CC=C(C=C2)C(C)(C)C
NCGC00257370-01,COC1=CC(C)=C(N)C=C1
NCGC00259387-01,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C3=CC=C(Cl)C=C3
NCGC00259435-01,Cl.CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
NCGC00184997-01,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C2=NN=C(C)O2)C(=O)NCC3=CC=C(F)C=C3
NCGC00259365-01,CCOC1=CC=C(NC(=O)CC(C)O)C=C1
NCGC00259576-01,NC1=CC(Cl)=C(C=C1Cl)C2=CC(Cl)=C(N)C=C2Cl
NCGC00164339-02,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
NCGC00091210-02,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O
NCGC00247686-01,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=C(F)C=C3
NCGC00257607-01,ICCC1=CC=CC=C1
NCGC00255886-01,CCCCOC(=O)C(=O)OCCCC
NCGC00256841-01,CCCCCCCCCCCSCC(O)=O
NCGC00254229-01,Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC3=CC=C(OC4=CC=CN=C4C)N=C3
NCGC00256374-01,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
NCGC00016258-02,CC1=CC(=O)C2=C(C=CC=C2)C1=O
NCGC00016395-01,Cl.CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00255687-01,CC(C)CCCC(C)(C)O
NCGC00259067-01,CCCCCC(O)=O
NCGC00255469-01,CC(C)NC(=O)C1=C(N)C=CC=C1
NCGC00257548-01,O.Cl.C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2
NCGC00257388-01,[Cl-].CCCC[N+]1=CC=CC=C1
NCGC00258946-01,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O
NCGC00259501-01,CC(O)CN(CC(C)O)CC(C)O
NCGC00163818-04,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC2=CC(OC3=CC=CC=C3C#N)=NC=N2
NCGC00256381-01,COC1=CC=C(C=C1)C(Cl)=C(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3
NCGC00254045-01,CC(C)(OO)C1=CC=CC=C1
NCGC00260248-01,F[B-](F)(F)F.CCCCCC[N+]1=CC=CC=C1
NCGC00255073-01,NCC1CCCC(CN)C1
NCGC00255317-01,NC1=CC(=C(NCCO)C=C1)[N+]([O-])=O
NCGC00258456-01,[Na+].[O-][N+](=O)C1=CC(=CC=C1)S([O-])(=O)=O
NCGC00257411-01,Cl.N#CC1=CC=C(C=C1)C2CCCC3=CN=CN23
NCGC00257150-01,OC(=O)CCCCCCCCC(O)=O
NCGC00259706-01,ClC1=C(Cl)C=CC=C1
NCGC00181120-01,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN4CCN(CCO)CC4)C=C1
NCGC00260548-01,BrC1=C(Br)C(Br)=C(Br)C(Br)=C1Br
NCGC00257434-01,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1
NCGC00258217-01,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O
NCGC00254917-01,Cl[Ba]Cl
NCGC00254476-01,CC(C)C1=CC(=CC=C1)C(C)C
NCGC00259567-01,CC1=C(O)C=CC(Cl)=C1
NCGC00258194-01,ClCC(Cl)=C
NCGC00260315-01,CCCCCCCCCCCCCCCC(=O)OC
